MID,DISCIPL,COMMONNAME,PHONE,WEBURL,LONGITUDE,LATITUDE,GSTREET,GCITY,GSTATE,GZIP5
8402700517,BOT,ROSEVILLE'S HARRIET ALEXANDER NATURE CENTER,6514152161,HTTPS://WWW.CITYOFROSEVILLE.COM/183/NATURE-CENTER,-93.12618,45.0176,2520 NORTH DALE STREET,ROSEVILLE,MN,55113
8402700522,CMU,JUDY GARLAND CHILDREN'S MUSEUM,8006645839,HTTP://WWW.JUDYGARLANDMUSEUM.COM/,-93.52635,47.23038,2727 HIGHWAY 169 SOUTH,GRAND RAPIDS,MN,55744
8402700526,ART,JAQUES ART CENTER,2189272363,HTTP://JAQUESART.COM,-93.70957,46.53326,121 2ND ST NW,AITKIN,MN,56431
8402700545,SCI,MINNESOTA AVIATION HISTORY AND EDUCATION CENTER, , ,-93.08571,44.92858,PO BOX 7884,SAINT PAUL,MN,55107
8402700554,HST,HISTORY MUSEUM OF EAST OTTER TAIL COUNTY,2183467676,HTTP://WWW.HISTORYMUSEUMEOT.COM,-95.57132,46.59538,230 1ST AVE N,PERHAM,MN,56573
8402700568,ART,GALLERY 96 ART CENTER,6514848710,HTTP://WWW.GALLERY96.ORG,-93.07926,45.07467,PO BOX 270002,VADNAIS HTS,MN,55127
8402700569,NAT,LANESBORO LIVING MUSEUM OF NATURAL HISTORY, , ,-91.97689,43.72058,105 1/2 PARKWAY AVE S,LANESBORO,MN,55949
8402700572,HST,FORT SNEELING MILITARY MUSEUM, ,HTTP://FSMM.ORG/,-93.2006,44.89584,511 CONSTITUTION AVE,FORT SNELLIN,MN,55111
8402700590,ART,SOO VISUAL ARTS CENTER,6128712263,HTTP://WWW.SOOVAC.ORG,-93.28944,44.94772,2909 BRYANT AVE S STE 10,MINNEAPOLIS,MN,55408
8402700592,ZAW,PINE GROVE ZOO,3206165595,HTTP://WWW.PINEGROVEZOO.COM,-94.38795,45.9769,1200 W BROADWAY,LITTLE FALLS,MN,56345
8402700593,ART,ART POPE, ,HTTP://ARTPOPE.COM/,-95.31818,45.50863,19078 VILLAGE SQUARE DR,GLENWOOD,MN,56334
8402700595,HST,AFRICAN AMERICAN HISTORICAL & CIVIL RIGHTS MUSEUM,6128721655,HTTP://WWW.MAAMCC.ORG/ABOUT-US/INDEX.PHP,-93.29541,44.99789,PO BOX 11302,MINNEAPOLIS,MN,55411
8402700618,BOT,HOUSTON NATURE CENTER,5078964668, ,-91.56834,43.78386,215 W PLUM STREET,HOUSTON,MN,55943
8402700641,HST,HISTORICAL AND CULTURAL SOCIETY OF CLAY COUNTY,2182335604, ,-96.77745,46.87717,202 1ST AVE N,MOORHEAD,MN,56560
8402700647,ART,WINONA ARTS CENTER,5074539959,HTTP://WWW.WINONAARTS.ORG,-91.63274,44.0492,228 E 5TH ST,WINONA,MN,55987
8402700661,BOT,MUNSINGER CLEMENS BOTANICAL SOCIETY,3202575959,HTTP://WWW.MUNSINGERCLEMENS.COM/,-94.1242,45.55214,RIVERSIDE DRIVE S E,ST CLOUD,MN,56302
8402700671,SCI,AIRSPACE MINNESOTA, , ,-93.22309,44.87549,6975 34TH AVE S,MINNEAPOLIS,MN,55450
8402700672,BOT,WEIGUMS GREAT PLAINS LANDSCAPE ARBORETUM, , ,-93.17018,44.94511,1647 LAUREL AVE,SAINT PAUL,MN,55104
8402700696,ART,TWIN CITIES MUSEUM OF CONTEMPORARY ART, ,HTTP://WWW.TCMOCA.ORG,-93.19282,44.9623,2285 UNIVERSITY AVE W 21,ST PAUL,MN,55114
8402700703,HST,MINNESOTA MARINE ART MUSEUM,5074746626,HTTPS://WWW.MMAM.ORG,-91.67297,44.04946,800 RIVERVIEW DR,WINONA,MN,55987
8402700706,ART,MUSEUM OF RUSSIAN ART,6128219045,HTTP://TMORA.ORG/,-93.27588,44.90245,5500 STEVENS AVE,MINNEAPOLIS,MN,55419
8402700713,HST,MUSEUM OF LAKE MINNETONKA,9524742115,HTTP://WWW.STEAMBOATMINNEHAHA.ORG,-93.56601,44.90348,37 WATER STREET,EXCELSIOR,MN,55331
8402700722,ART,ART OF THIS GALLERY, ,HTTP://ARTOFTHIS.NET/,-93.25462,44.95292,2731 14TH AVE S,MINNEAPOLIS,MN,55407
8402700723,HST,TRI RIVER MUSEUM, , ,-96.04221,47.92081,PO BOX 68,PLUMMER,MN,56748
8402700728,ART,ROURKE ART GALLERY MUSEUM,2182368861,HTTPS://WWW.FACEBOOK.COM/ROURKEARTS,-96.7725,46.8736,PO BOX 345,MOORHEAD,MN,56561
8402700731,ART,SANDSTONE HISTORY & ART CENTER,3202455148, ,-92.79748,46.12603,4TH AND MAIN,SANDSTONE,MN,55072
8402700735,HST,WELLS FARGO HISTORY MUSEUM,6126674210, ,-93.27091,44.97687,90 SOUTH 7TH STREET MAC N9305-023,MINNEAPOLIS,MN,55402
8402700737,BOT,DODGE NATURE CENTER,6514554531,HTTP://WWW.DODGENATURECENTER.ORG/,-93.09952,44.89093,365 MARIE AVE WEST,WEST ST PAUL,MN,55118
8402700738,BOT,EAGLE BLUFF ENVIRONMENTAL LEARNING CENTER,5074672437,HTTP://WWW.EAGLE-BLUFF.ORG,-92.00646,43.7599,28097 GOODVIEW,LANESBORO,MN,55949
8402700739,BOT,LEE & ROSE WARNER NATURE CENTER,6514332427,HTTP://WWW.SMM.ORG/WARNERNATURECENTER,-92.8352,45.16854,15375 NORELL AVE N,MARINE ON STCROIX,MN,55047
8402700740,BOT,NEY NATURE CENTER,5073648066,HTTP://NEYCENTER.ORG/,-93.58336,44.43549,202 OAK AVE SW,MONTGOMERY,MN,56069
8402700742,BOT,RIVER BEND NATURE CENTER,5073327151,HTTP://WWW.RBNC.ORG/,-93.24913,44.28799,1000 RUSTAD ROAD,FARIBAULT,MN,55021
8402700744,BOT,SUGARLOAF COVE NATURE CENTER,2185250001,HTTP://WWW.SUGARLOAFNORTHSHORE.ORG,-92.00829,46.83711,6008 LONDON ROAD,DULUTH,MN,55804
8402700745,BOT,WARGO NATURE CENTER,6514298007,HTTP://WWW.ANOKACOUNTY.US/372/PARKS-RECREATION,-93.07161,45.19098,7701 MAIN ST,HUGO,MN,55038
8402700746,BOT,WOLF RIDGE ENVIRONMENTAL LEARNING CENTER,2183537414,HTTP://WWW.WOLF-RIDGE.ORG,-91.19481,47.37972,6282 CRANBERRY ROAD,FINLAND,MN,55603
8402700747,SCI,CHARLES BABBAGE INSTITUTE,6126245050,HTTP://WWW.CBI.UMN.EDU/,-93.23779,44.97603,211 ANDERSEN LIBRARY,MINNEAPOLIS,MN,55455
8402800003,ART,USM MUSEUM OF ART,6012665200,https://www.usm.edu/visual-arts/museum-art,-89.33893,31.33018,118 COLLEGE DR,HATTIESBURG,MS,39406
8402800015,HST,OAKES AFRICAN AMERICAN CULTURAL CENTER,6627465038,HTTP://WWW.VISITYAZOO.ORG/OAKES-AFRICAN-AMERICAN-CULTURAL-CENTER/,-90.41369,32.84377,312 S MONROE ST,YAZOO CITY,MS,39194
8402800018,HST,NORTHEAST MISSISSIPPI MUSEUM,6622873120,HTTP://WWW.MISSMUSEUM.ORG,-88.52119,34.93315,221 N FILLMORE ST,CORINTH,MS,38834
8402800020,BOT,MYNELLE GARDENS - ARBORETUM AND BOTANICAL CENTER,6019601894, ,-90.11392,32.33127,2950 LAYFAIR DR STE 103,FLOWOOD,MS,39232
8402800026,ART,MERIDIAN MUSEUM OF ART,6016931501,HTTP://WWW.MERIDIANMUSEUM.ORG,-88.70298,32.36349,628 25TH AVE,MERIDIAN,MS,39301
8402800030,ART,MISSISSIPPI MUSEUM OF ART,6019601515,HTTP://MSMUSEUMART.ORG,-90.18499,32.30356,308 S LAMAR ST,JACKSON,MS,39201
8402800050,HST,AFRICAN AMERICAN MILITARY HISTORY MUSEUM,6014501942,HTTP://WWW.HATTIESBURGUSO.COM,-89.29166,31.33437,305 E 6TH ST,HATTIESBURG,MS,39401
8402800053,HST,TIPPAH COUNTY HISTORICAL MUSEUM, , ,-88.94737,34.73101,106 N SIDDALL ST,RIPLEY,MS,38663
8402800054,HST,MISSISSIPPI INDUSTRIAL HERITAGE MUSEUM,6016939905,HTTP://WWW.SOULELIVESTEAM.COM/,-88.69674,32.36505,402 19TH AVE,MERIDIAN,MS,39302
8402800064,HST,BLACK HISTORY MUSEUM CORINTH,6626658500, ,-88.51457,34.92833,1109 MEIGG ST,CORINTH,MS,38834
8402800074,HST,MUSEUM OF MABEN HISTORY, , ,-89.07573,33.58674,PO BOX 68,MABEN,MS,39750
8402800078,HST,MISSISSIPPI MARITIME & WARSHIP MUSEUM,2284356320, ,-88.85934,30.3932,115 E 1ST ST,BILOXI,MS,39568
8402800091,HST,CAMP VAN DORN WORLD WAR II MUSEUM,6016459000,HTTP://VANDORN.ORG/,-91.08628,31.07431,PO BOX 1113,CENTREVILLE,MS,39631
8402800100,ZAW,MERIDIAN ZOOLOGICAL PARK,6014845794,HTTP://MERIDIANZOO.ORG/ABOUT-US.HTML,-88.74026,32.36765,7404 OLD HWY 80 WEST,MERIDIAN,MS,39307
8402800123,HST,INTERNATIONAL MUSEUM OF MUSLIM CULTURE,6019600440,HTTP://WWW.MUSLIMMUSEUM.ORG,-90.18654,32.29781,201 E PASCAGOULA ST,JACKSON,MS,39201
8402800126,HST,G.I. MUSEUM,2288721943,HTTP://WWW.GIMUSEUM.COM,-88.77657,30.40254,5800 RICHTER RD,OCEAN SPRING,MS,39564
8402800128,ZAW,GREENVILLE CYPRESS PRESERVE, , ,-91.04813,33.38697,314 WETHERBEE ST,GREENVILLE,MS,38701
8402800129,HST,BLACK HISTORY GALLERY,6016841130, ,-90.45525,31.25586,819 WALL ST,MCCOMB,MS,39648
8402800133,HST,RE HUNT MUSEUM AND CULTURAL CENTER,6622511855,HTTPS://WWW.FACEBOOK.COM/REHUNTMUSEUM,-88.41113,33.50576,924 20TH ST N,COLUMBUS,MS,39703
8402800141,ART,WALTER ANDERSON MUSEUM OF ART,6018723164,HTTP://WWW.WALTERANDERSONMUSEUM.ORG/,-88.82753,30.4113,510 WASHINGTON AVENUE,OCEAN SPRINGS,MS,39564
8402800149,ART,MUSEUM OF AFRICAN AMERICAN CULTURE,6016360941,HTTP://JACQUELINEHOUSE.WEEBLY.COM/INDEX.HTML,-90.87329,32.35319,1325 MAIN STREET,VICKSBURG,MS,39182
8402800150,ART,IDA B WELLS FAMILY ART GALLERY,6622523232,HTTP://WWW.IDABWELLS.ORG,-89.44486,34.77153,220 N RANDOLPH ST,HOLLY SPRING,MS,38635
8402800158,ART,LAUREN ROGERS MUSEUM OF ART,6016496374,HTTP://LRMA.ORG/,-89.13112,31.6954,565 N 5TH AVE,LAUREL,MS,39441
8402800160,ART,SARAH GILLESPIE GALLERY,6013186148,HTTP://WWW.SARAHGILLESPIE.CO.UK/,-89.29096,31.30627,498 TUSCAN AVE BOX 2,HATTIESBURG,MS,39401
8402800164,NAT,MISSISSIPPI MUSEUM OF NATURAL SCIENCE,6013547303,HTTP://WWW.MDWFP.COM/MUSEUM.ASPX,-90.16009,32.32334,2148 RIVERSIDE DRIVE,JACKSON,MS,39215
8402800174,SCI,MISS AGRICULTURE & FORESTRY MUSEUM,6014324500, ,-90.12332,32.32954,1150 LAKELAND DR,JACKSON,MS,39216
8402800190,HST,ARMED FORCES MUSEUM FOUNDATION,6015582757, ,-89.30539,31.31353,BUILDING 850,CAMP SHELBY,MS,39407
8402800203,CMU,LYNN MEADOWS DISCOVERY CENTER,2288976039,HTTP://WWW.LMDC.ORG,-89.0381,30.38279,246 DOLAN AVE,GULFPORT,MS,39507
8402800204,ZAW,HATTIESBURG ZOOLOGICAL SOCIETY,6015454576,HTTP://WWW.HATTIESBURGZOO.COM/,-89.31443,31.32456,107 SOUTH 17TH AVENUE,HATTIESBURG,MS,39404
8402800207,ART,OHR-OKEEFE MUSEUM OF ART,2283745547,HTTP://GEORGEOHR.ORG/,-88.86992,30.39294,386 BEACH BLVD,BILOXI,MS,39533
8402800209,CMU,MISSISSIPPI CHILDREN'S MUSEUM,6019815469,HTTP://WWW.MISSISSIPPICHILDRENSMUSEUM.COM,-90.17529,32.33448,2145 HIGHLAND DR,JACKSON,MS,39296
8402800232,BOT,MYNELLE GARDENS BOTANICAL SOCIETY,6019601894,HTTP://WWW.JACKSONMS.GOV/INDEX.ASPX?NID=535,-90.25212,32.32866,4736 CLINTON BLVD,JACKSON,MS,39232
8402800233,HST,FRANKLIN COUNTY MUSEUM, , ,-90.86251,31.45414,118 HIGHWAY 556,MEADVILLE,MS,39653
8402800261,ART,KATE FREEMAN CLARK TRUST, , ,-89.45083,34.76324,331 CRAFT ST,HOLLY SPRING,MS,38635
8402800279,SCI,INFINITY SCIENCE CENTER,2285339025,HTTP://WWW.VISITINFINITY.COM,-89.50458,30.33763,1 DISCOVERY CIRCLE,STENNIS SPACE CENTER,MS,39529
8402800280,BOT,LAKE THOREAU ENVIRONMENTAL CENTER,6012666745,https://www.usm.edu/lake-thoreau-environmental-center,-89.33893,31.33018,118 COLLEGE DR #5018,HATTIESBURG,MS,39406
8402900001,ZAW,WORLD AQUARIUM,3146476011,HTTP://WORLDAQUARIUM.NET/,-90.20002,38.63354,701 N 15TH ST 2ND FL,ST LOUIS,MO,63103
8402900012,HST,SAVE A CONNIE: AIRLINE HISTORY MUSEUM,8164213401, ,-94.59302,39.114,201 NW LOU HOLLAND DRIVE,KANSAS CITY,MO,64116
8402900020,SCI,ORION SCIENCE CENTER,5733465516,HTTP://WWW.CREATIONXPO.COM/,-92.77995,38.02888,1163 SOUTH BUSINESS HWY,CAMDENTON,MO,65020
8402900031,NAT,NATURAL HISTORY MUSEUM-OZARKS,4178830594, ,-93.32708,37.1055,2327 W FARM ROAD 190,SPRINGFIELD,MO,65810
8402900040,ART,MARGARET HARWELL ART MUSEUM,5736868002,HTTP://WWW.MHAM.ORG,-90.39406,36.76024,421 N MAIN ST,POPLAR BLUFF,MO,63901
8402900045,ZAW,METROPOLITAN ZOOLOGICAL PARK AND MUSEUM DISTRICT,3148624222,HTTP://WWW.MZDSTL.ORG/,-90.3349,38.65006,7733 FORSYTH BLVD,SAINT LOUIS,MO,63105
8402900065,HST,LAURA INGALLS WILDER-ROSE WILDER LAND MUSEUM AND HOME,8779247126,HTTP://WWW.LAURAINGALLSWILDERHOME.COM/,-92.55042,37.10459,3068 HIGHWAY A,MANSFIELD,MO,65704
8402900070,HST,FENTON HISTORY MUSEUM,6363260808,HTTP://WWW.FENTONHISTORY.COM,-90.43698,38.51472,36 GOODE DR,FENTON,MO,63026
8402900111,ART,SHELDON ART GALLERIES,3145339900, ,-90.23245,38.63968,3648 WASHINGTON BLVD,SAINT LOUIS,MO,63108
8402900128,ART,TEXAS COUNTY MUSEUM OF ART AND HISTORY,5736744799, ,-91.86056,37.5006,112 SOUTH MAIN STREET,LICKING,MO,65542
8402900132,HST,BARRY COUNTY MUSEUM,4178471640,HTTP://WWW.BARRYCOMUSEUM.ORG,-93.70509,36.61435,15858 STATE HIGHWAY 76,CASSVILLE,MO,65625
8402900146,ART,TWILIGHT STEAMSHIP MUSEUM, , ,-93.93949,38.98541,4800 OUTER RD,ODESSA,MO,64076
8402900147,NAT,MISSOURI INSTITUTE OF NATURAL SCIENCE, ,HTTP://WWW.MONATSCI.ORG/,-93.27699,37.13777,1445 E REPUBLIC RD,SPRINGFIELD,MO,65804
8402900155,ZAW,MONKEY ISLAND RESCUE AND ZOOLOGICAL SANCTUARY, ,HTTP://MONKEYISLANDRESCUE.COM/,-94.29134,38.85143,14505 S HARRIS RD,GREENWOOD,MO,64034
8402900163,HST,MISSOURI STATE FIREMANS MUSEUM, , ,-94.85149,39.7724,703 HALL ST,ST JOSEPH,MO,64501
8402900181,ZAW,ZOO OF SPRINGFIELD MISSOURI,4178331570,HTTP://WWW.DICKERSONPARKZOO.ORG,-93.30758,37.25182,1401 WEST NORTON ROAD,SPRINGFIELD,MO,65803
8402900183,HST,DENT COUNTY MUSEUM,5737296331, ,-91.5351,37.64374,102 NORTH IRON ST,SALEM,MO,65560
8402900192,ART,E C DUNNEGAN GALLERY OF ART,4173263438,HTTP://DUNNEGANGALLERY.ORG,-93.41477,37.61638,511 N PIKE AVE,BOLIVAR,MO,65613
8402900220,SCI,SPACE MUSEUM,5733581200,HTTP://WWW.SPACE-MO.ORG/,-90.55071,37.92174,116 E SCHOOL ST,BONNE TERRE,MO,65616
8402900230,ART,ESTELLE AND MORTON SOSLAND COLLECTION,8167561000, ,-94.59182,39.03593,5049 WORNALL RD APT 9,KANSAS CITY,MO,64112
8402900241,ART,MUSE SAINT LOUIS, ,HTTP://MUSESTL.COM,-90.24218,38.59734,PO BOX 63440,SAINT LOUIS,MO,63118
8402900254,ZAW,MISSOURI RIVER BIRD OBSERVATORY,6608868788,HTTP://MRBO.ORG/,-93.16732,39.10009,27331 HIGHWAY WW,MARSHALL,MO,65340
8402900256,ZAW,BOBWHITE QUAIL RESTORATION ASSOCIATION, , ,-94.33668,38.6453,1307 CHAPEL DR,HARRISONVILL,MO,64701
8402900265,HST,BOLLINGER COUNTY MUSEUM OF NATURAL HISTORY,5732381174, ,-89.97437,37.30759,207 MAYFIELD DRIVE,MARBLE HILL,MO,63764
8402900274,ART,NU-ART SERIES,3145356500, ,-90.22037,38.6354,2936 LOCUST ST,SAINT LOUIS,MO,63123
8402900299,HST,CRANE MUSEUM,5732543356,HTTP://CRANESMUSEUM.ORG,-91.70307,38.91121,10665 OLD HWY 40,WILLIAMSBURG,MO,63388
8402900306,HST,MISSOURI HISTORY MUSEUM,3147464599,HTTP://WWW.MOHISTORY.ORG,-90.28598,38.64603,5700 LINDELL BLVD,SAINT LOUIS,MO,63112
8402900307,BOT,MISSOURI BOTANICAL GARDEN,3145775100,HTTP://WWW.MISSOURIBOTANICALGARDEN.ORG,-90.25727,38.61666,4344 SHAW BLVD,SAINT LOUIS,MO,63110
8402900309,NAT,ACADEMY OF SCIENCE OF ST LOUIS,3142894400,HTTP://WWW.ACADEMYOFSCIENCESTL.ORG/,-90.2674,38.62894,5050 OAKLAND AVE,SAINT LOUIS,MO,63110
8402900320,ZAW,WILD CANID SURVIVAL AND RESEARCH CENTER,6369385900,HTTP://WWW.ENDANGEREDWOLFCENTER.ORG/,-90.60302,38.52119,6750 TYSON VALLEY RD,EUREKA,MO,63025
8402900321,ZAW,SAINT LOUIS ZOO,3147810900, ,-90.30092,38.63485,1 GOVERNMENT DRIVE,SAINT LOUIS,MO,63110
8402900325,HST,ST STANISLAUS HISTORICAL MUSEUM SOCIETY,3148373525, ,-90.36873,38.81472,3030 CHARBONIER RD,FLORISSANT,MO,63031
8402900326,ART,HANNIBAL FINE ARTS MUSEUM, , ,-91.39048,39.70158,4TH AND CHURCH,HANNIBAL,MO,63401
8402900357,HST,NEW MADRID MUSEUM,5737485944,HTTP://NEWMADRIDMUSEUM.COM,-89.52322,36.58631,1 SOUTH MAIN STREET,NEW MADRID,MO,63869
8402900362,ZAW,WORLD BIRD SANCTUARY,6368611392,HTTP://WWW.WORLDBIRDSANCTUARY.ORG,-90.50293,38.53902,125 BALD EAGLE RIDGE RD,VALLEY PARK,MO,63088
8402900370,ART,CONTEMPORARY ART MUSEUM ST. LOUIS,3149777170,HTTP://CAMSTL.ORG/,-90.23421,38.64046,3750 WASHINGTON BLVD,SAINT LOUIS,MO,63108
8402900408,ART,EUPHRATES GALLERY,8164835718, ,-94.5498,39.08292,2807 E 24TH ST,KANSAS CITY,MO,64141
8402900409,ART,SAINT LOUIS ART MUSEUM,3147210072,HTTP://WWW.SLAM.ORG/,-90.2963,38.64281,1 FINE ARTS DRIVE,SAINT LOUIS,MO,63110
8402900440,ART,SPRINGFIELD ART MUSEUM,4178375700, ,-93.27932,37.18898,1111 E BROOKSIDE DR,SPRINGFIELD,MO,65807
8402900442,BOT,POWELL GARDENS, ,HTTP://WWW.POWELLGARDENS.ORG,-94.04936,38.86283,1609 NW US HIGHWAY 50,KINGSVILLE,MO,64061
8402900447,HST,POPLAR BLUFF MUSEUM,5737852220, ,-90.39458,36.75566,PO BOX 1083,POPLAR BLUFF,MO,63902
8402900473,HST,HISTORIC AIRCRAFT RESTORATION MUSEUM,3144343368, ,-90.49413,38.6876,3127 CREVE COEUR MILL RD,ST LOUIS,MO,63146
8402900479,CMU,DISCOVERY CENTER OF SPRINGFIELD,4178629910,HTTP://WWW.DISCOVERYCENTER.ORG,-93.28847,37.20851,438 ST LOUIS STREET,SPRINGFIELD,MO,65806
8402900488,HST,NATIONAL FRONTIER TRAILS MUSEUM,8163257575,HTTP://WWW.CI.INDEPENDENCE.MO.US/NFTM,-94.41899,39.08666,318 W PACIFIC AVE,INDEPENDENCE,MO,64050
8402900505,HST,LOUISIANA AREA HISTORICAL MUSEUM,5737545550, ,-91.04823,39.4495,304 GEORGIA ST,LOUISIANA,MO,63353
8402900525,HST,CLARKSVILLE MUSEUM, , ,-90.84849,39.23511,24051 PIKE 211,ELSBERRY,MO,63343
8402900531,ART,MUSEUM OF BLACK INVENTORS,3143139071,HTTP://BLACKINVENTOR.COM,-90.2553,38.63885,5 S NEWSTEAD AVE,SAINT LOUIS,MO,63108
8402900534,CMU,WORLDWAYS CHILDREN'S MUSEUM,6362077008, ,-90.48605,38.57872,733 CARMAN OAKS CT,BALLWIN,MO,63021
8402900544,ART,NAMES PROJECT METRO ST LOUIS, , ,-90.28964,38.62268,6123 MANCHESTER AVE,SAINT LOUIS,MO,63139
8402900567,SCI,RB PROJECT,4172763232, ,-93.80632,37.69748,15705 E HIGHWAY RB,STOCKTON,MO,65785
8402900594,NAT,OZARK MUSEUM OF NATURAL HISTORY, , ,-93.02923,36.61239,205 WOLF CREEK RD,CEDARCREEK,MO,65627
8402900617,HST,UNION STATION KANSAS CITY,8164602020,HTTP://WWW.UNIONSTATION.ORG,-94.58868,39.08345,30 W PERSHING RD STE 400,KANSAS CITY,MO,64108
8402900636,ART,LEMP NEIGHBORHOOD ARTS CENTER,3147711096,HTTP://WWW.LEMP-ARTS.ORG/,-90.21845,38.59366,3301 LEMP AVE,SAINT LOUIS,MO,63118
8402900637,BOT,KELLOGG LAKE NATURE CENTER AND PRESERVE, , ,-94.27664,37.19374,12022 OLD 66 BLVD,CARTHAGE,MO,64836
8402900689,HST,KANSAS CITY B. R. WATKINS CULTURAL CENTER AND MUSEUM,8167844444, ,-94.54198,39.03662,3700 BLUE PARKWAY,KANSAS CITY,MO,64130
8402900691,ART,SPIVA ART CENTER,4176230183,HTTP://WWW.SPIVAARTS.ORG,-94.51463,37.08859,222 W 3RD ST,JOPLIN,MO,64801
8402900697,NAT,BRUNSWICK AREA HERITAGE MUSEUM, , ,-93.04634,39.38613,22696 OSAGE RD,BRUNSWICK,MO,65236
8402900699,HST,CADET AIR CORPS MUSEUM,8162853888, ,-94.58325,39.1008,1100 MAIN STREET,KANSAS CITY,MO,64105
8402900701,HST,PERRY COUNTY MILITARY HISTORY MUSEUM, ,HTTP://PERRYCOUNTYMILITARYMUSEUM.YOLASITE.COM/,-89.87951,37.71262,108 S PROGRESS DR FLR 2 (IN IN THE PERRYVILLE HIGHER EDUCATION BUILDING),PERRYVILLE,MO,63775
8402900710,HST,NATIONAL BUFFALO SOLDIERS MUSEUM,7139428920,HTTP://BUFFALOSOLDIERMUSEUM.COM/,-95.36567,29.72635,96 WORTH ROAD,HOUSTON,TX,77004
8402900718,HST,FREEDOM OF FLIGHT MUSEUM, ,HTTP://WWW.FREEDOMOFFLIGHTMUSEUM.ORG/,-94.52549,37.07077,1906 S MURPHY AVE,JOPLIN,MO,64804
8402900728,SCI,SCIENCE CITY AT UNION STATION,8164602020,HTTP://WWW.UNIONSTATION.ORG/SCIENCECITY/ABOUT,-94.58499,39.0838,30 WEST PERSHING RD,KANSAS CITY,MO,64108
8402900731,HST,HISTORY MUSEUM FOR SPRINGFILED GREENE COUNTY,4178311976,HTTP://HISTORYMUSEUMONTHESQUARE.ORG/,-93.29199,37.20952,157 PARK CENTRAL SQUARE,SPRINGFIELD,MO,65801
8402900760,CMU,SOUTHEAST MISSOURI CHILDREN'S MUSEUM, , ,-89.52478,37.30844,PO BOX 1251,CPE GIRARDEA,MO,63702
8402900763,HST,MISSOURI CIVIL WAR MUSEUM,3148451861,HTTP://MCWM.ORG/,-90.32229,38.51483,222 WORTH RD,ST LOUIS,MO,63040
8402900776,HST,GLASGOW MUSEUM, , ,-92.84599,39.23648,110 RIVERVIEW DR,GLASGOW,MO,65254
8402900788,BOT,MO DEPARTMENT OF CONSERVATION: POWDER VALLEY CONSERVATION NATURE CENTER,3143011506,HTTP://MDC.MO.GOV,-90.42778,38.55159,11715 CRAGWOLD RD,KIRKWOOD,MO,63122
8402900790,BOT,SHAW NATURE RESERVE,6364513512,HTTP://WWW.MISSOURIBOTANICALGARDEN.ORG/VISIT/FAMILY-OF-ATTRACTIONS/SHAW-NATURE-RESERVE.ASPX,-90.82941,38.49695,PO BOX 38,GRAY SUMMIT,MO,63039
8402900791,HST,HUCK FINN FREEDOM CENTER, ,HTTP://WWW.JIMSJOURNEY.ORG/,-91.35919,39.71236,509 N 3RD ST,HANNIBAL,MO,63401
8403000010,ART,PARIS GIBSON SQUARE MUSEUM OF ART,4067278255, ,-111.28275,47.50425,1400 FIRST AVENUE NORTH,GREAT FALLS,MT,59401
8403000022,CMU,MISSOULA CHILDREN'S MUSEUM,4065417529,HTTPS://WWW.CHILDRENSMUSEUMMISSOULA.ORG/,-113.99277,46.86938,225 WEST FRONT STREET,MISSOULA,MT,59802
8403000027,HST,MADISON VALLEY HISTORY MUSEUM,4066824685, ,-111.73484,45.32059,PO BOX 474,ENNIS,MT,59729
8403000028,ZAW,MONTANA WILDLIFE TAXIDERMY,4063874468,HTTP://WWW.MWTANDRUGS.COM,-114.16891,48.45301,3354 N FORK RD,COLUMBIA FALLS,MT,59912
8403000034,SCI,LOMA EARTH SCIENCE MUSEUM,4067394282, ,-110.47196,48.0542,208 BROADWAY AVE,LOMA,MT,59460
8403000038,NAT,GREAT PLAINS DINOSAUR MUSEUM,4066545300,HTTP://WWW.GREATPLAINSDINOSAURS.ORG,-107.86176,48.3226,PO BOX 170,MALTA,MT,59538
8403000048,SCI,EARTH SCIENCE MUSEUM,4067394224, ,-110.47196,48.0542,106 MAIN STREET,LOMA,MT,59460
8403000052,CMU,CHILDREN'S MUSEUM OF BOZEMAN,4065229087,HTTP://WWW.CMBOZEMAN.ORG,-111.03814,45.67669,202 S WILLSON AVE,BOZEMAN,MT,59715
8403000059,BOT,BEARTOOTH NATURE CENTER,4064461133,HTTP://WWW.YELLOWSTONEWILDLIFESANCTUARY.ORG/,-109.2414,45.19877,615 2ND STREET EAST,RED LODGE,MT,59068
8403000064,ZAW,BLAINE COUNTY WILDLIFE MUSEUM,4063573102,HTTP://WWW.BCWILDLIFEMUSEUM.COM,-109.21239,48.50548,PO BOX 304,CHINOOK,MT,59523
8403000068,HST,LARUE-HOT SPRINGS MUSEUM,4067415665,HTTP://WWW.HOTSPRINGSMTCHAMBER.ORG/MUSEUM.HTM,-114.59686,47.66168,110 HOT SPRINGS RD,HOT SPRINGS,MT,59845
8403000071,CMU,MAKOSHIKA DINOSAUR MUSEUM,4063771637, ,-104.71411,47.10499,104 W BELL STREET,GLENDIVE,MT,59330
8403000073,CMU,JOES TOY MUSEUM, , ,-112.63623,45.21849,126 N MONTANA ST,DILLON,MT,59725
8403000074,HST,ELIZABETH CUSTER LIBRARY & MUSEUM, , ,-107.26177,45.47109,PO BOX 200,GARRYOWEN,MT,59031
8403000078,HST,ANACONDA RAILROAD AND MINING MUSEUM,4065607676, ,-112.95707,46.12497,218 W 7TH ST,ANACONDA,MT,59711
