MID,DISCIPLINE,COMMONNAME,PHONE,WEBURL,LONGITUDE,LATITUDE,GSTREET,GCITY,GSTATE,GZIP5
8401701343,HSC,SOULSBY STATION SOCIETY, , ,-89.73535,39.07122,710 WEST FIRST ST,MOUNT OLIVE,IL,62014
8401701344,HSC,NEWELL TOWNSHIP HISTORICAL SOCIETY, , ,-87.5889,40.23151,BOX 114,BISMARCK,IL,61814
8401701345,HSC,WEST SALEM CHOWDER, , ,-88.0087,38.52063,1772 COUNTY ROAD 300 E,WEST SALEM,IL,62476
8401701351,HSC,TROUT VALLEY PRESERVATION AND RESTORATION SOCIETY,8477431963, ,-88.25059,42.19605,72 BLUFF ROAD,TROUT VALLEY,IL,60013
8401701353,HSC,RUSHVILLE VETERANS MEMORIAL NFP,2173223406, ,-90.63845,40.12118,RR 1 BOX 18,RUSHVILLE,IL,62681
8401701355,HSC,PLEASANT PLAINS HISTORICAL SOCIETY, ,HTTP://WWW.CLAYVILLE.ORG/HOME,-89.85704,39.8588,PO BOX 125,PLEASANT PLAINS,IL,62677
8401701356,HSC,OLD EDGEBROOK HISTORICAL SOCIETY,7737744651, ,-87.76939,41.99446,6189 N MCCLELLAN AVE,CHICAGO,IL,60646
8401701357,HSC,NEW ATHENS HISTORICAL SOCIETY, , ,-89.8725,38.31797,504 HIGHLAND ST,NEW ATHENS,IL,62264
8401701362,HSC,BISHOP HILL STATE HISTORIC SITE,3099273345, ,-90.1181,41.20053,304 SOUTH BISHOP HILL ROAD,BISHOP HILL,IL,61419
8401701363,HSC,U.S. GRANT HOME STATE HISTORIC SITE,8157773310, ,-90.42677,42.41179,500 BOUTHILLIER STREET,GALENA,IL,61036
8401701364,HSC,OLD MARKET HOUSE STATE HISTORIC SITE,8157773310, ,-90.42781,42.41595,123 N COMMERCE ST,GALENA,IL,61036
8401701365,HSC,WASHBURNE HOUSE STATE HISTORIC SITE,8157773310, ,-90.42746,42.41018,908 THIRD ST,GALENA,IL,61036
8401701366,HSC,APPLE RIVER FORT STATE HISTORIC SITE,8158582028, ,-90.22127,42.31793,311 E MYRTLE ST,ELIZABETH,IL,61028
8401701367,HSC,BLACK HAWK STATE HISTORIC SITE,3097880177, ,-90.57719,41.46542,1510 46TH AVE,ROCK ISLAND,IL,61021
8401701368,HSC,DOUGLAS TOMB STATE HISTORIC SITE,3122252620, ,-87.61069,41.83131,636 E 35TH ST,CHICAGO,IL,60616
8401701370,HSC,CARL SANDBURG HOME STATE HISTORIC SITE,3093422361,HTTP://DAVIDDAVISMANSION.ORG/,-90.36556,40.93628,313 E 3RD ST,GALESBURG,IL,61491
8401701371,HSC,METAMORA COURTHOUSE STATE HISTORIC SITE,3093674470, ,-89.36307,40.79162,113 E PARTRIDGE ST,METAMORA,IL,61548
8401701372,HSC,DAVID DAVIS MANSION STATE HISTORIC SITE,3098281084, ,-88.98018,40.48166,1000 E MONROE DR,BLOOMINGTON,IL,61701
8401701373,HSC,POSTVILLE COURTHOUSE STATE HISTORIC SITE,2177328687, ,-89.37998,40.147,914 S 5TH ST,LINCOLN,IL,62656
8401701374,HSC,MOUNT PULASKI COURTHOUSE STATE HISTORIC SITE,2177923919, ,-89.28724,40.00948,113 S WASHINGTON ST,MT PULASKI,IL,62656
8401701375,HSC,LINCOLN'S NEW SALEM STATE HISTORIC SITE,2176324000, ,-89.80339,39.9258,15588 HISTORY LANE,PETERSBURG,IL,62675
8401701376,HSC,BRYANT COTTAGE STATE HISTORIC SITE,2176788184, ,-88.57173,39.92329,146 E WILSON AVE,BEMENT,IL,61813
8401701377,HSC,LINCOLN TOMB STATE HISTORIC SITE,2177822717, ,-89.65408,39.8193,1500 MONUMENT AVE,SPRINGFIELD,IL,62702
8401701378,HSC,OLD STATE CAPITOL STATE HISTORIC SITE,2177857960, ,-89.64934,39.8003,6TH & ADAMS ST,SPRINGFIELD,IL,62701
8401701379,HSC,LINCOLN-HERNDON LAW OFFICES STATE HISTORIC SITE,2177857289, ,-89.64934,39.8003,6TH & ADAMS ST,SPRINGFIELD,IL,62701
8401701380,HSC,DANA-THOMAS HOUSE STATE HISTORIC SITE,2177850851, ,-89.65752,39.79409,301 E LAWRENCE ST,SPRINGFIELD,IL,62703
8401701381,HSC,VACHEL LINDSAY HOME STATE HISTORIC SITE,2175240901, ,-89.64954,39.79599,603 S 5TH ST,SPRINGFIELD,IL,62703
8401701382,HSC,LINCOLN LOG CABIN STATE HISTORIC SITE,2173451845, ,-88.21084,39.38333,402 S LINCOLN HWY,LERNA,IL,62440
8401701383,HSC,VANDALIA STATE HOUSE STATE HISTORIC SITE,6182831161, ,-89.09349,38.96076,315 W GALLATIN ST,VANDALIA,IL,62471
8401701384,HSC,LEWIS & CLARK STATE HISTORIC SITE,6182515811, ,-90.09857,38.83721,1 LEWIS & CLARK TRAIL,HARTFORD,IL,62048
8401701385,HSC,CAHOKIA MOUNDS STATE HISTORIC SITE,6183465164, ,-90.04436,38.67125,30 RAMEY ST,COLLINSVILLE,IL,62234
8401701386,HSC,CAHOKIA COURTHOUSE STATE HISTORIC SITE,6183321782, ,-90.19248,38.57114,107 ELM ST,CAHOKIA,IL,62206
8401701387,HSC,FORT DE CHARTRES STATE HISTORIC SITE,6182847230, ,-90.09417,38.10234,1350 IL RTE 155,PRAIRIE DU ROCHER,IL,62277
8401701388,HSC,FORT KASKASKIA STATE HISTORIC SITE,6188593741, ,-89.90972,37.96811,4372 PARK RD,ELLIS GROVE,IL,62241
8401701389,HSC,PIERRE MENARD HOME STATE HISTORIC SITE,6188593031, ,-89.90915,37.96325,4230 KASKASKIA RD,ELLIS GROVE,IL,62241
8401701423,HSC,LINCOLN HOME NATIONAL HISTORIC SITE,2174924241, ,-89.64517,39.79713,413 S 8TH ST,SPRINGFIELD,IL,62701
8401800001,HSC,WELLS CO HISTORICAL MUSEUM,2608249956,HTTP://WWW.WCHS-MUSEUM.ORG,-85.17544,40.73971,420 W MARKET ST,BLUFFTON,IN,46714
8401800002,HSC,WOODS HISTORIC GRIST MILL,2199471958,HTTP://WWW.LAKECOUNTYPARKS.COM,-85.16727,40.73536,PO BOX 143,BLUFFTON,IN,46714
8401800015,HSC,SWINNEY HOMESTEAD,2604247212,HTTP://WWW.SETTLERSINC.ORG/PROGRAMS.ASP,-85.15731,41.07249,1424 W JEFFERSON BLVD,FORT WAYNE,IN,46802
8401800021,HSC,REITZ HOME MUSEUM,8124261871,HTTP://WWW.REITZHOME.COM/,-87.57274,37.96807,224 SE 1ST ST,EVANSVILLE,IN,47713
8401800035,HSC,MARSHALL COUNTY HISTORICAL MUSEUM,5749362306,HTTP://WWW.MCHISTORICALSOCIETY.ORG,-86.30915,41.34001,123 N MICHIGAN ST,PLYMOUTH,IN,46563
8401800040,HSC,NEW HARMONY STATE HISTORIC SITE,8126823271, ,-87.90177,38.09882,410 MAIN ST,NEW HARMONY,IN,47631
8401800041,HSC,MIDDLEBURY COMMUNITY HISTORICAL MUSEUM,5748250978,HTTP://WWW.MCHM.ORG,-85.70385,41.67729,PO BOX 270,MIDDLEBURY,IN,46540
8401800048,HSC,MOORE-YOUSE HOME MUSEUM,7652821550,HTTP://WWW.DELAWARECOUNTYHISTORY.ORG/,-85.38631,40.19463,120 E WASHINGTON ST,MUNCIE,IN,47308
8401800051,HSC,MORRIS-BUTLER HOUSE MUSEUM,3176394534, ,-86.14933,39.78302,1201 CENTRAL AVE,INDIANAPOLIS,IN,46202
8401800052,HSC,MIDDLETOWN-FALL CREEK TWNSHP HISTORICAL SOCIETY,7653542000,HTTP://MIDDLETOWNHISTORY.US,-85.5307,40.04518,PO BOX 63,MIDDLETOWN,IN,47356
8401800059,HSC,HISTORIC LADOGA INC.-OLD NORMAL SCHOOL,7652302220, ,-86.80608,39.90784,PO BOX 351,LADOGA,IN,47954
8401800062,HSC,HUDDLESTON HOUSE TAVERN, , ,-85.16915,39.81815,HISTORIC PL,MOUNT AUBURN,IN,47327
8401800067,HSC,LEW WALLACE STUDY AND MUSEUM,7653625769, ,-86.90311,40.03383,PO BOX 662,CRAWFORDSVLL,IN,47933
8401800069,HSC,LIMBERLOST STATE HISTORIC SITE,2603687428, ,-84.95606,40.60325,PO BOX 571,GENEVA,IN,46740
8401800072,HSC,HISTORIC JAIL MUSEUM,5742691078, ,-85.86012,41.23701,PO BOX 1071,WARSAW,IN,46581
8401800073,HSC,HOWARD HOME, ,HTTP://WWW.HOWARDHOMESSC.COM/,-85.7256,38.27772,1101 E MARKET ST,JEFFERSONVILLE,IN,47130
8401800074,HSC,LAKE COUNTY HISTORICAL MUSEUM,2196623975,HTTP://WWW.CPCOURTHOUSE.COM,-87.35156,41.42391,COURTHOUSE SQUARE SUITE 205,CROWN POINT,IN,46307
8401800076,HSC,LANIER MANSION STATE HISTORIC SITE,8122653526, ,-85.38663,38.73554,601 W 1ST ST,MADISON,IN,47250
8401800077,HSC,JOHN AUGUSTUS REITZ HOUSE,8124261871, ,-87.57274,37.96807,224 SE 1ST ST,EVANSVILLE,IN,47713
8401800084,HSC,FORD JAMES DR HISTORIC HOMES,2605638686, ,-85.82294,40.79854,177 W HILL ST,WABASH,IN,46992
8401800091,HSC,GARRETT HISTORICAL RAILROAD MUSEUM,2603570162,HTTP://WWW.DEKALBCVB.ORG,-85.13575,41.35256,300 N RANDOLPH ST,GARRETT,IN,46738
8401800093,HSC,HILLFOREST VICTORIAN HOUSE MUSEUM,8129260087,HTTP://WWW.HILLFOREST.ORG/,-84.90023,39.05347,213 FIFTH ST,AURORA,IN,47001
8401800096,HSC,HAY-MORRISON HOUSE, , ,-86.09826,38.60521,106 S COLLEGE AVE,SALEM,IN,47167
8401800102,HSC,FORT OUIATENON,7657433921, ,-86.92912,40.45091,3129 S RIVER RD,WEST LAFAYETTE,IN,47906
8401800106,HSC,HENRY COUNTY HISTORICAL SOCIETY MUSEUM,7655294028, ,-85.36884,39.92537,606 SOUTH 14TH STREET,NEW CASTLE,IN,47362
8401800108,HSC,DAVIESS COUNTY HISTORICAL MUSEUM,8122570301,HTTP://WWW.DAVIESSCOUNTYHISTORY.NET/,-87.17248,38.65703,212 1/2 EAST MAIN STREET,WASHINGTON,IN,47501
8401800109,HSC,ERNIE PYLE STATE HISTORIC SITE,7656653633,HTTP://WWW.ERNIEPYLE.ORG/,-87.48874,39.83264,120 BRIARWOOD AVENU,DANA,IN,47847
8401800111,HSC,HOWARD STEAMBOAT MUSEUM,8122833728,HTTP://WWW.STEAMBOATMUSEUM.ORG/,-85.7256,38.27772,1101 E MARKET ST,JEFFERSONVILLE,IN,47131
8401800113,HSC,DECATUR COUNTY HISTORICAL,8126632764,HTTP://WWW.GREENSBURGDECATURCOUNTY.COM,-85.47426,39.33321,PO BOX 163,GREENSBURG,IN,47240
8401800115,HSC,CHARLES L. SHREWSBURY HOUSE,8122654481, ,-85.38252,38.73479,301 W 1ST ST,MADISON,IN,47250
8401800125,HSC,BARKER MANSION,2198731520, ,-86.90264,41.71535,631 WASHINGTON ST,MICHIGAN CITY,IN,46360
8401800130,HSC,ALLEN COUNTY-FORT WAYNE HISTORICAL SOCIETY,2604262882,HTTP://WWW.FWHISTORYCENTER.COM/,-85.13683,41.08066,300 E MAIN ST,FORT WAYNE,IN,46802
8401800136,HSC,LIFE IN FAIRBANKS TOWNSHIP,8123945438, ,-87.52517,39.21917,6535 W MARKET ST,FAIRBANKS,IN,47849
8401800137,HSC,UPLAND AREA HISTORICAL SOCIETY, , ,-85.49026,40.46044,PO BOX 577,UPLAND,IN,46989
8401800142,HSC,GAS CITY HISTORICAL SOCIETY & MUSEUM,7656741892,HTTP://GASCITYMUSEUM.COM/,-85.60577,40.49159,517 E NORTH D ST,GAS CITY,IN,46933
8401800145,HSC,LAFAYETTE INDIANA HISTORIC AUTO CLUB,7652964414,HTTP://WWW.LIHAC.COM,-86.91286,40.45306,521 SAGAMORE PKWY W,WEST LAFAYETTE,IN,47901
8401800146,HSC,MORGAN COUNTY ANTIQUE MACHINERY ASSOCIATION, , ,-86.42261,39.43058,PO BOX 2055,MARTINSVILLE,IN,46151
8401800149,HSC,HARRISON COUNTY HISTORICAL SOCIETY, , ,-86.12568,38.26625,161 PONDER LN NE,CORYDON,IN,47112
8401800152,HSC,KANKAKEE VALLEY HISTORICAL SOCIETY,2197662302, ,-87.07429,41.28189,22 W 1050 S,KOUTS,IN,46347
8401800159,HSC,MONTPELIER HISTORIC PRESERVATION, , ,-85.28319,40.55968,306 WARREN AVE,MONTPELIER,IN,47359
8401800161,HSC,HALL CIVIC ASSOCIATION, , ,-86.52933,39.52367,5386 W SIMS LN,MONROVIA,IN,46157
8401800165,HSC,COLUMUS INDIANA ARCHITECTURAL ARCHIVES,8123791297,HTTP://WWW.COLUMBUSARCHIVES.ORG,-85.91931,39.20363,536 5TH ST,COLUMBUS,IN,47201
8401800166,HSC,HISTORIC AMBASSODOR HOUSE & HERITAGE GARDENS,3178454265, ,-86.0601,39.94061,10595 ELLER RD,FISHERS,IN,46038
8401800169,HSC,HISTORIC INDIANAPOLIS CITY MARKET FOUNDATION,3176349266,HTTP://WWW.INDYCM.COM,-86.154,39.76851,222 E MARKET ST,INDIANAPOLIS,IN,46204
8401800170,HSC,HISTORICAL SOCIETY OF HARRISON COUNTY,8127382828, ,-86.23471,38.24803,5850 DEVILS ELBOW RD NW,CORYDON,IN,47112
8401800172,HSC,HISTORIC FORT WAYNE,2604372836,HTTP://WWW.OLDFORTWAYNE.ORG/INDEX.PHP,-85.13666,41.07192,PO BOX 12650,FORT WAYNE,IN,46864
8401800175,HSC,IROQUOIS-WASHINGTON PRESERVATION COMMITTEE, , ,-87.44634,40.77723,10260 S PUNKIN VINE ROAD,KENTLAND,IN,47951
8401800182,HSC,LANGUAGE CONSERVANCY,8885256828,HTTP://WWW.LANGUAGECONSERVANCY.ORG,-86.5617,39.19023,2620 N WALNUT STREET SUI,BLOOMINGTON,IN,47404
8401800187,HSC,MARTINSVILLE FIRE HISTORICAL SOCIETY, , ,-86.42541,39.42884,216 E PIKE ST,MARTINSVILLE,IN,46151
8401800195,HSC,MECCA ALLIANCE REPRESENTING A BUILDING SAVIOR, ,HTTP://WWW.MECCA-ARABS.COM/,-87.33115,39.7249,PO BOX 4,MECCA,IN,47860
8401800196,HSC,DIXIE STERNWHEELER,8888034943,HTTP://WWW.RIDETHEDIXIE.COM/,-85.70069,41.32443,PO BOX 674,NORTH WEBSTE,IN,46555
8401800198,HSC,WOODSTOCK HISTORICAL FOUNDATION,3019388478,HTTP://WWW.WOODSTOCKCLUB.COM,-86.18481,39.82452,1301 W 38TH ST,INDIANAPOLIS,IN,46208
8401800199,HSC,OLD COURTHOUSE PRESERVATION SOCIETY, , ,-87.5721,37.97259,1 NW ML KING JR BLVD RM,EVANSVILLE,IN,47708
8401800200,HSC,VINCENNES HISTORICAL AND ANTIQUARIAN SOCIETY, , ,-87.50823,38.66994,PO BOX 487,VINCENNES,IN,47591
8401800202,HSC,ROSS TOWNSHIP HISTORICAL SOCIETY, , ,-87.32948,41.4924,511 E 69TH AVE,MERRILLVILLE,IN,46410
8401800205,HSC,OHIO COUNTY HISTORICAL SOCIETY,8124384915, ,-84.85577,38.94723,212 S WALNUT ST,RISING SUN,IN,47040
8401800206,HSC,HOBART HISTORICAL SOCIETY,2199420970, ,-87.25202,41.53195,706 E 4TH ST,HOBART,IN,46342
8401800207,HSC,MARSHALL COUNTY HISTORICAL SOCIETY,5749362306,HTTP://WWW.MCHISTORICALSOCIETY.ORG/,-86.30915,41.34001,123 N MICHIGAN ST,PLYMOUTH,IN,46563
8401800209,HSC,CLARK COUNTY HISTORICAL SOCIETY AND HOWARD STEAMBOAT MUSEUM,8122833728,HTTP://WWW.STEAMBOATMUSEUM.ORG,-85.7256,38.27772,1101 E MARKET STREET,JEFFERSONVLLE,IN,47131
8401800210,HSC,SHERIDAN HISTORICAL SOCIETY,3177585054,HTTP://WWW.SHERIDANHISTORICALSOCIETY.NET,-86.22071,40.13531,308 S MAIN ST,SHERIDAN,IN,46069
8401800211,HSC,HOWARD COUNTY HISTORICAL SOCIETY,7654524314,HTTP://WWW.HOWARDCOUNTYMUSEUM.ORG,-86.14454,40.48645,1200 W SYCAMORE ST,KOKOMO,IN,46901
8401800212,HSC,HAMMOND HISTORICAL SOCIETY,2199315100,HTTP://WWW.HAMMONDHISTORY.ORG/,-87.51597,41.61815,564 STATE ST,HAMMOND,IN,46320
8401800214,HSC,DELAWARE COUNTY HISTORICAL SOCIETY, ,HTTP://WWW.DELAWARECOUNTYHISTORY.ORG,-85.38631,40.19463,120 E WASHINGTON ST,MUNCIE,IN,47305
8401800215,HSC,HISTORIC HAGERSTOWN,7654894005, ,-85.16276,39.91932,PO BOX 126,HAGERSTOWN,IN,47346
8401800216,HSC,HENRY COUNTY HISTORICAL SOCIETY,7655294028,HTTP://WWW.HENRYCOUNTYHS.ORG,-85.36884,39.92537,606 SOUTH 14TH STREET,NEW CASTLE,IN,47362
8401800217,HSC,FORT WAYNE RAILROAD HISTORICAL SOCIETY,2604930765, ,-85.13666,41.07192,15808 EDGERTON ROAD,FORT WAYNE,IN,46855
8401800218,HSC,PIKE COUNTY HISTORICAL SOCIETY, , ,-87.2111,38.38528,RR 2 BOX 182,WINSLOW,IN,47598
8401800219,HSC,CARROLL COUNTY WABASH & ERIE CANAL,7655642870,HTTP://WWW.WABASHANDERIECANAL.ORG,-86.68062,40.59354,1030 W WASHINGTON ST,DELPHI,IN,46923
8401800220,HSC,RIPLEY COUNTY INDIANA HISTORICAL SOCIETY, ,HTTP://WWW.RCHSLIB.ORG,-85.26185,39.02964,CORNER OF MAIN AND WATER STREETS,VERSAILLES,IN,47042
8401800221,HSC,HANCOCK COUNTY HISTORICAL SOCIETY,3174627780,HTTP://HANCOCKHISTORY.ORG/,-85.78782,39.80052,PO BOX 375,GREENFIELD,IN,46140
8401800222,HSC,MONROE COUNTY HISTORICAL SOCIETY,8123322517,HTTP://WWW.MONROEHISTORY.ORG,-86.5323,39.16746,202 E 6TH ST,BLOOMINGTON,IN,47408
8401800224,HSC,INDIANA HISTORICAL RADIO SOCIETY, ,HTTP://INDIANAHISTORICALRADIO.ORG,-86.11307,39.77115,245 N OAKLAND AVE,INDIANAPOLIS,IN,46201
8401800225,HSC,HESSVILLE HISTORICAL SOCIETY,2199315100, ,-87.46161,41.58293,7205 KENNEDY AVENUE,HAMMOND,IN,46323
8401800227,HSC,WABASH VALLEY TRUST FOR HISTORIC PRESERVATION,7654200268,HTTP://WWW.WABASHVALLEYTRUST.ORG/,-86.89177,40.42015,325 NORTH 5TH STREET,LAFAYETTE,IN,47901
8401800228,HSC,REITZ HOME PRESERVATION SOCIETY,8124261871,HTTP://WWW.REITZHOME.COM/,-87.55867,37.95693,224 SE FIRST STREET PO BOX 1322,EVANSVILLE,IN,47706
8401800229,HSC,PIKE TOWNSHIP HISTORICAL SOCIETY,3172998460, ,-86.27589,39.8764,PO BOX 78645,INDIANAPOLIS,IN,46278
8401800231,HSC,JEFFERSON COUNTY HISTORICAL SOCIETY,8122652335,HTTP://WWW.JCHSHC.ORG,-85.38663,38.73554,615 W 1ST ST,MADISON,IN,47250
8401800232,HSC,HISTORIC HOOSIER HILLS R C & D,8126894107,HTTP://WWW.HHHILLS.ORG,-85.26185,39.02964,PO BOX 407,VERSAILLES,IN,47042
8401800235,HSC,MOORELAND COMMUNITY HISTORICAL SOCIETY,3304643653,HTTP://MORELANDCOMMUNITYHISTORICALSOCIE.WEEBLY.COM/,-85.25661,40.01434,PO BOX 101,MOORELAND,IN,47360
8401800236,HSC,NORTHWEST INDIANA RAILROAD PRESERVATION SOCIETY, ,HTTP://BLOG.NIRPS.ORG/,-87.51471,41.61409,PO BOX 624,HAMMOND,IN,46325
8401800237,HSC,MICHAEL FEINSTEIN FOUNDATION FOR THE EDUCATION AND PRESERVATION OF THE GREAT AMERICAN SONGBOOK,3178449446,HTTP://WWW.THECENTERFORTHEPERFORMINGARTS.ORG/GREAT-AMERICAN-SONGBOOK-INITITATIVE.ASPX,-86.14161,39.96411,1 CENTER GREEN,CARMEL,IN,46032
8401800238,HSC,FULTON COUNTY HISTORICAL POWER ASSOCIATION,5742234436, ,-86.24089,41.11043,37 E 375 N,ROCHESTER,IN,46975
8401800242,HSC,HENDRICKS COUNTY MUSEUM,3177186158,HTTP://WWW.HENDRICKSCOUNTYHISTORICALMUSEUM.ORG/,-86.52397,39.75939,170 S WASHINGTON ST,DANVILLE,IN,46122
8401800246,HSC,EARLY SITES RESEARCH SOCIETY, ,HTTP://WWW.EARLYSITESRESEARCHSOCIETY.ORG,-94.39757,39.12038,912 N ALLEN RD,INDEPENDENCE,MO,64050
8401800248,HSC,WEIR COOK MEMORIAL PROJECT,7657818873, ,-85.63565,39.89029,PO BOX 84,WILKINSON,IN,46186
8401800249,HSC,KENDALLVILLE HERITAGE ASSOCIATION,2603021542, ,-85.25516,41.45382,729 ARCADIA CT,KENDALLVILLE,IN,46755
8401800252,HSC,LINCOLN ENDOWMENT, , ,-85.13666,41.07192,PO BOX 11083,FORT WAYNE,IN,46855
8401800255,HSC,ADAMS MILL,7652682530,HTTP://WWW.ADAMS-MILL.ORG/,-86.4821,40.47447,5283 S 225 E,CUTLER,IN,46920
8401800256,HSC,BRAZIL MAINSTREET, , ,-87.12446,39.52372,203 E NATIONAL AVE,BRAZIL,IN,47834
8401800258,HSC,SPIRES HISTORICAL MUSEUM AND FOUNDATION, , ,-84.8986,39.05298,111 5TH ST,AURORA,IN,47001
8401800262,HSC,PORTER COUNTY HERITAGE CORPORATION,2194653595, ,-87.05965,41.46668,153 FRANKLIN ST,VALPARAISO,IN,46383
8401800264,HSC,INDIANA FREEDOM MEMORIAL, , ,-86.13105,39.96832,760 3RD AVE SW,CARMEL,IN,46032
8401800265,HSC,PIVOTAL PEOPLE OF SOUTHERN INDIANA, , ,-86.46505,38.54223,PO BOX 326,PAOLI,IN,47454
8401800266,HSC,JACKSON COUNTY ANTIQUE MACHINERY ASSOCIATION, , ,-85.79803,38.85253,12877 E COUNTY ROAD 200,CROTHERSVILL,IN,47229
8401800268,HSC,HISTORIC BREMEN, , ,-86.14659,41.44667,111 NORTH CENTER ST,BREMEN,IN,46506
8401800269,HSC,SHELBY COUNTY INDIANA GENEALOGICAL SOCIETY, ,HTTP://WWW.SHELBYCOUNTYINDIANA.ORG/,-85.77319,39.52274,PO BOX 434,SHELBYVILLE,IN,46176
8401800270,HSC,SHIPSHEWANA AREA HISTORICAL SOCIETY,2607683030, ,-85.58436,41.69546,PO BOX 929,SHIPSHEWANA,IN,46565
8401800271,HSC,GRABILL HISTORICAL SOCIETY, , ,-84.96962,41.20974,PO BOX 321,GRABILL,IN,46741
8401800272,HSC,ILLIANA ANTIQUE POWER ASSOCIATION, , ,-87.33258,40.37972,4145 N ROCKY FORD RD,ATTICA,IN,47918
8401800274,HSC,HENDRICKS COUNTY ANGEL OF HOPE,3177606079,HTTP://WWW.HENDRICKSANGEL.ORG,-86.53041,39.76051,525 E MAIN ST,DANVILLE,IN,46122
8401800277,HSC,CONCOURS D ELEGANCE OF TEXAS, , ,-85.08482,41.09773,4306 E STATE BLVD,FORT WAYNE,IN,46815
8401800278,HSC,RANDOLPH COUNTY HISTORICAL SOCIETY,7655841334, ,-84.98254,40.16907,416 S MERIDIAN ST,WINCHESTER,IN,47394
8401800279,HSC,WELLS COUNTY HISTORICAL SOCIETY & MUSEUM, ,HTTP://WWW.WCHS-MUSEUM.ORG/,-85.16727,40.73536,420 WEST MARKET STREET - P O BOX 143,BLUFFTON,IN,46714
8401800284,HSC,CARMEL-CLAY HISTORIAL SOCIETY,3178467117,HTTP://WWW.CARMELCLAYHISTORY.ORG,-86.13087,39.97733,211 1ST ST SW,CARMEL,IN,46032
8401800285,HSC,LAPORTE COUNTY HISTORICAL SOCIETY,2193246767,HTTP://WWW.LAPORTECOUNTYHISTORY.ORG,-86.70766,41.5949,2405 INDIANA AVE STE 1,LA PORTE,IN,46350
8401800287,HSC,DAVIESS COUNTY HISTORICAL SOCIETY INCORPORATION, , ,-87.17248,38.65703,212 1/2 EAST MAIN STREET,WASHINGTON,IN,47501
8401800288,HSC,CEDAR LAKE HISTORICAL ASSOCIATION,2193746157,HTTP://WWW.CEDARLAKEHISTORY.ORG,-87.42332,41.36751,7408 CONSTITUTION AVENUE,CEDAR LAKE,IN,46303
8401800292,HSC,NOBLE COUNTY HISTORICAL SOCIETY,2606363929, ,-85.43654,41.3697,P O BOX 152 215 W MAIN STREET,ALBION,IN,46701
8401800293,HSC,JAY COUNTY HISTORICAL SOCIETY,2607267168,HTTP://WWW.JAYCOUNTYHISTORY.ORG,-84.96648,40.43344,903 E MAIN ST,PORTLAND,IN,47371
8401800295,HSC,HISTORIC NEWBURGH,8128532815,HTTP://HISTORICNEWBURGH.ORG/,-87.41181,37.94693,517 W MAIN ST,NEWBURGH,IN,47630
8401800298,HSC,KOSCIUSKO COUNTY HISTORICAL SOCIETY,5742691078,HTTP://WWW.KOSCIUSKOHISTORY.COM/,-85.86012,41.23701,PO BOX 1071,WARSAW,IN,46581
8401800299,HSC,ELKHART COUNTY HISTORICAL SOCIETY,5748484322, ,-85.83208,41.71783,PO BOX 434,BRISTOL,IN,46507
8401800301,HSC,MIAMI COUNTY HISTORICAL SOCIETY,7654739183,HTTP://WWW.COLEPORTERFESTIVAL.ORG,-86.06985,40.75489,51 N BROADWAY,PERU,IN,46970
8401800302,HSC,INDIANAPOLIS-MARION COUNTY HISTORICAL SOCIETY, ,HTTP://MCHSINDY.ORG,-86.1617,39.76142,PO BOX 2223,INDIANAPOLIS,IN,46206
8401800303,HSC,GRIFFITH HISTORICAL SOCIETY, ,HTTP://WWW.GRIFFITHHISTORICALSOCIETY.ORG,-87.41647,41.55416,PO BOX 678,GRIFFITH,IN,46319
8401800304,HSC,HISTORIC VEVAY,8124273469, ,-85.07167,38.75073,7359 BROOKS RD,VEVAY,IN,47043
8401800305,HSC,OAK GROVE HERITAGE HOUSE,7653855380,HTTP://WWW.OAKGROVEHERITAGEHOUSE.COM/,-87.24493,40.52436,PO BOX 261,OXFORD,IN,47971
8401800306,HSC,CANDLES HOLOCAUST MUSEUM AND EDUCATION CENTER,8122347881,HTTP://WWW.CANDLESHOLOCAUSTMUSEUM.ORG/,-87.41366,39.45072,1532 S 3RD ST,TERRE HAUTE,IN,47802
8401800310,HSC,SCOTTISH RITE CATHEDRAL,3172623100,HTTP://WWW.AASR-INDY.ORG,-86.15782,39.77616,650 N MERIDIAN ST,INDIANAPOLIS,IN,46204
8401800311,HSC,FRANKLIN HERITAGE,3177366823,HTTP://WWW.HISTORICARTCRAFTTHEATRE.ORG,-86.05512,39.48105,57 N MAIN ST,FRANKLIN,IN,46131
8401800313,HSC,WHITING-ROBERTSDALE HISTORICAL SOCIETY, , ,-87.4902,41.67928,1610 119TH STREET,WHITING,IN,46394
8401800316,HSC,SPENCER COUNTY HISTORICAL SOCIETY,8126494866, ,-87.04618,37.88192,210 WALNUT STREET,ROCKPORT,IN,47635
8401800317,HSC,DYER HISTORICAL SOCIETY,2198656108, ,-87.51893,41.49424,1 TOWN SQ,DYER,IN,46311
8401800319,HSC,HISTORIC LINDEN, , ,-86.91167,40.10559,PO BOX 61,LINDEN,IN,47955
8401800320,HSC,HISTORIC LANDMARKS OF FOUNTAIN COUNTY, , ,-87.22999,40.30044,PO BOX 24,ATTICA,IN,47918
8401800322,HSC,WHITLEY COUNTY HISTORICAL SOCIETY,2602446372, ,-85.48858,41.1593,108 W JEFFERSON ST,COLUMBIA CIT,IN,46725
8401800323,HSC,DAVIESS COUNTY HISTORIC LANDMARKS, , ,-87.0531,38.77298,PO BOX 83,WASHINGTON,IN,47501
